pl_name,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_snum,sy_pnum,disc_year
HD 75898 b,1.2025,,0.105,,6122.0,,1.295,,78.0505,1,2,2007
HD 75898 c,7.39,,0.08,,6122.0,,1.295,,78.0505,1,2,2024
HD 76920 b,1.091,,0.8782,,4664.0,8.33,1.0,1.46982,184.031,1,1,2017
OGLE-2017-BLG-1275L b,2.09,,,,,,0.63,,7690.0,1,1,2024
Kepler-1915 b,,3.21798413,,,6020.0,1.057,1.03,,1514.66,1,1,2021
HD 360 b,0.98,,0.139,,4770.0,10.86,1.69,1.74162,111.542,1,1,2021
MOA-2011-BLG-293L b,1.1,,,,,,0.86,,7720.0,1,1,2012
Kepler-1466 b,,1.55,,,5884.0,1.02,1.01,,631.949,1,1,2016
TOI-519 b,0.0159,11.54525012,0.33,,3322.0,0.35,0.335,-1.85078,115.557,1,1,2021
Kepler-145 b,,2.65,,,,1.85,1.32,,566.85,1,2,2013
Kepler-255 c,0.092,2.99,,,5573.0,0.933,,,1052.53,1,3,2014
BD-11 4672 c,0.3,,0.4,,4550.0,0.639,0.651,-0.8041,27.1665,1,2,2020
K2-352 b,,1.37,,,5791.0,0.95,0.98,,176.051,1,3,2021
2MASS J12073346-3932539 b,55.0,,,,,,0.024,,64.308,1,1,2004
Kepler-181 c,0.049,1.99,,,5333.0,0.749,,,609.283,1,2,2014
Kepler-1733 b,,3.63582354,,,6320.0,1.252,1.273,,2080.51,1,1,2021
Kepler-1514 c,0.0997,1.1758241,0.32,193.0,6145.0,1.289,1.196,0.32838,397.292,1,2,2020
Kepler-98 b,,1.99,,,5539.0,1.11,0.99,,350.315,1,1,2014
Kepler-1277 b,,1.6,,,5578.0,0.92,0.94,,557.193,1,1,2016
Kepler-304 b,0.039,2.86,,,4731.0,0.687,,,434.684,1,4,2014
KIC 5437945 b,,6.4,,,6340.0,1.24,1.07,,1274.01,1,2,2015
Kepler-306 c,0.067,2.35,,,4954.0,0.719,,,775.679,1,4,2014
Kepler-239 c,0.268,2.51,,,4914.0,0.763,,,648.109,1,2,2014
Kepler-338 e,,1.56,,,,1.735,1.14,,552.798,1,4,2014
Kepler-491 b,,8.92,,,5582.0,1.03,1.04,,630.785,1,1,2016
Kepler-1239 b,,2.9,,,6564.0,1.57,1.4,,2140.6,1,1,2016
Kepler-374 d,0.056,1.31,,,5977.0,0.911,,,1265.61,1,3,2014
Kepler-155 b,0.056,2.09,,,4508.0,0.62,,,293.499,1,2,2014
Kepler-1025 b,,1.98,,,6089.0,1.13,1.09,,803.776,1,1,2016
Kepler-1476 b,,1.67,,,5663.0,0.96,0.98,,1002.74,1,1,2016
Kepler-1632 b,,2.47,,,6137.0,1.19,1.12,,716.76,1,1,2016
Kepler-476 b,,3.08,,,5837.0,1.09,1.03,,813.535,1,1,2016
Kepler-1685 b,,2.57673985,,,5484.0,0.835451,0.96,-0.24507,1141.89,1,1,2020
TOI-1301.01,0.059866,2.477,,72.55,4820.0,0.732,0.77,,90.8693,1,1,2024
TOI-1386 c,0.75,,0.38,,5735.0,1.0235,1.0363,0.0103,146.858,1,2,2024
TOI-1448 b,0.0567,2.749,0.36,5.45,3412.0,0.38,0.372,-1.75498,73.3345,1,1,2024
TOI-1450 A c,,,,,3437.0,0.483,0.48,,22.4467,2,2,2024
TOI-1136 b,0.05106,,0.027,,5770.0,0.968,1.022,,84.5362,1,6,2022
TOI-1136 d,0.1062,,0.042,,5770.0,0.968,1.022,,84.5362,1,6,2022
TOI-1194 b,0.034,8.71664516,0.0,,5394.0,0.9608,0.9835,-0.1512,149.667,1,1,2023
TOI-1199 b,0.04988,10.5140239,0.03,,5710.0,1.45,1.23,0.30428,248.427,1,1,2024
HD 134987 c,5.8,,0.12,,5585.0,1.25,1.1,0.25527,26.1804,1,2,2009
omi CrB b,0.699,,0.105,,4769.0,11.87,1.3,1.82197,84.7883,1,1,2012
HD 136352 c,0.1721,2.916,0.0,35.1,5664.0,1.058,0.87,0.0162,14.682,1,3,2019
TOI-1680 b,0.03144,1.466,,4.41,3225.0,0.2106,0.1798,-2.36251,37.2209,1,1,2023
TOI-1691 b,0.129365,3.66,,59.13,5759.0,1.0,1.03,,111.445,1,1,2024
TOI-1723 b,0.113496,3.435,,92.36,5777.0,1.09,1.04,,100.727,1,1,2024
TOI-1772.01,0.078375,2.905,,140.93,5583.0,0.995,0.99,,97.7562,1,1,2024
TOI-1803 b,0.06,2.99,0.0,58.0,4687.0,0.715,0.756,-0.65365,119.24,1,2,2025
TOI-1824 b,0.151,2.7438269,0.0,,5165.0,0.8123,0.8801,-0.37263,59.4314,1,1,2024
HD 110067 d,0.1362,2.852,,,5266.0,0.788,0.798,,32.1585,3,6,2023
iot Dra c,19.4,,0.455,,4504.0,11.79,1.54,1.72247,31.32832,1,2,2022
TOI-2015 c,0.041232,,0.00033,6.68,3297.0,0.3273,0.3041,-1.49214,47.3444,1,2,2025
TOI-2088 b,0.472,3.6831179,0.0,,5081.0,0.8481,0.9027,-0.36151,126.46,1,1,2024
TOI-2145 b,0.111,12.41899699,0.21,,6200.0,2.7505,1.7169,1.00664,224.731,1,1,2023
TOI-2194 b,,1.9892,,,4756.0,0.6909,0.74,,19.5711,1,1,2023
TOI-2338 b,0.158,11.2089807,0.676,,5581.0,1.05,0.99,-0.01323,313.996,1,1,2023
TOI-2373 b,0.112,10.42435205,0.112,,5651.0,1.102,1.041,0.05115,508.686,1,1,2023
TOI-2420 b,0.0684,15.02003414,0.055,1017.0,,2.369,1.158,0.68664,435.174,1,1,2024
TOI-2458 b,0.0482,2.83,0.087,865.0,6005.0,1.31,1.05,,112.958,1,2,2024
Kepler-1254 c,,1.3,,,4985.0,0.75,0.78,,622.818,1,3,2016
WASP-118 b,0.05453,16.14096,0.0,,6410.0,1.696,1.32,,376.658,1,1,2016
Kepler-386 c,0.155,1.58,,,5178.0,0.767,,,882.462,1,2,2014
Kepler-593 b,,2.87,,,5967.0,1.1,1.08,,973.76,1,1,2016
K2-223 c,,1.5,,,5859.0,1.0,,,198.604,1,2,2018
K2-140 b,0.068,13.56286665,0.0,204.0,5585.0,1.06,0.96,,347.917,1,1,2017
Kepler-311 d,0.7326,2.05,0.0,2.71,5903.0,1.156,0.974,,778.654,1,3,2023
Kepler-1383 b,,1.41,,,6370.0,1.44,1.26,,1027.21,1,1,2016
Kepler-1262 b,,1.82,,,5771.0,0.98,0.99,,1054.87,1,1,2016
Kepler-879 b,,2.57,,,5792.0,1.02,1.02,,802.672,1,2,2016
Kepler-1414 b,,1.23,,,4951.0,0.75,0.8,,570.835,1,1,2016
Kepler-1597 b,,1.06,,,6377.0,1.39,1.25,,1221.05,1,1,2016
HIP 48714 b,0.112,,0.5,,,,0.58,,10.5298,1,1,2020
HD 86264 b,2.763,,0.821,,,,1.26,,67.8107,1,1,2009
HD 82886 b,1.58,,0.07,,4953.0,5.26,2.53,,127.061,1,1,2011
Kepler-1666 c,,3.23564749,,,6293.0,1.14586,1.23,0.26839,1379.37,1,2,2020
Kepler-864 b,,2.4,,,5754.0,1.0,1.0,,2022.9,1,2,2016
HD 93083 b,0.477,,0.14,,4995.0,,0.7,-0.38722,28.5159,1,1,2005
Kepler-1681 b,,2.55321772,,,5756.4,,,,758.3,1,1,2020
HD 94834 b,2.74,,0.14,,4798.0,4.2,1.11,,98.1609,1,1,2018
Kepler-458 c,,4.2,,,6117.21,2.21562,1.15,0.7919,1594.74,1,2,2016
BD-14 3065 b,0.0656,21.59,0.066,,6935.0,2.35,1.41,1.06,589.423,3,1,2024
G 192-15 c,1.137,,0.676,0.0016,,,0.132,,9.53114,1,2,2025
TOI-1272 b,0.0417,4.13204907,0.35,,5065.0,0.7934,0.8772,-0.42597,137.572,1,2,2022
HAT-P-13 b,,14.258,0.0133,,,,,,246.81,1,2,2009
K2-265 b,0.03359,1.70824866,0.16,,5420.0,0.92,0.901,-0.18243,138.671,2,1,2018
Kepler-1810 b,,3.91815325,,,5492.0,1.016,0.921,,1009.87,1,1,2021
Kepler-1844 b,,3.03648191,,,5776.0,0.849,0.939,,1804.36,1,1,2021
Kepler-766 b,,3.39,,,5992.0,1.15,1.1,,2297.62,1,1,2016
Kepler-454 b,0.09528,2.37,0.32,117.7,5687.0,1.066,1.03,,230.869,2,3,2015
Kepler-343 b,0.088,2.41,,,5807.0,1.433,,,927.193,1,2,2014
Kepler-292 f,0.141,2.35,,,5299.0,0.826,,,1056.48,1,5,2014
Kepler-1106 b,,1.65,,,6104.0,1.17,1.11,,1090.7,1,1,2016
PH2 b,0.833,9.33708092,0.215,1.2,5734.0,0.949,0.966,-0.05849,343.863,1,1,2013
Kepler-187 c,0.099,2.67,,,6105.0,1.287,,,1143.0,1,2,2014
HD 32963 b,3.41,,0.07,,5727.0,,0.94,,38.0786,1,1,2015
HD 32518 b,0.594,,0.028,,4580.0,10.22,1.13,,122.115,1,1,2009
HD 33844 c,2.24,,0.13,,4861.0,5.29,1.78,1.14922,105.779,1,2,2015
Kepler-1536 b,,3.14,,,4434.0,0.67,0.71,,387.248,1,1,2016
HD 34445 f,1.543,,0.031,,5836.0,1.38,1.07,0.3032,46.0907,1,6,2017
HD 34445 g,6.36,,0.032,,5836.0,1.38,1.07,0.3032,46.0907,1,6,2017
Kepler-1221 b,,1.88,,,5194.0,0.82,0.87,,913.65,1,1,2016
Kepler-836 b,,2.73,,,5895.0,1.04,1.03,,980.035,1,1,2016
HD 37124 d,2.807,,0.16,,,,0.85,,31.6634,1,3,2005
pi Men d,,,0.22,,5998.0,1.19,1.07,,18.2702,1,3,2022
HD 37605 c,3.74,,0.03,,5329.0,0.91,0.94,-0.22,46.7864,1,2,2012
Kepler-254 d,0.139,2.5,,,5957.0,0.91,,,1389.48,1,3,2014
GJ 229 b,1.086,,0.404,,,,0.509,,5.75624,3,2,2014
KELT-2 A b,,15.13215,0.0,,6327.0,1.93,1.54,,134.058,2,1,2012
HD 45652 b,0.237,,0.607,,5294.0,0.94,0.92,-0.2,34.8541,1,1,2008
Kepler-1086 c,,2.94,,,4350.0,0.66,0.7,,466.084,2,2,2016
HD 47186 c,2.395,,0.249,,,,,,37.4574,1,2,2008
Kepler-382 c,0.097,1.59,,,5600.0,0.945,,,935.446,1,2,2014
Kepler-382 b,0.055,1.32,,,5600.0,0.945,,,935.446,1,2,2014
TOI-3023 b,0.0505,16.43236571,0.0,1084.0,5760.0,1.668,1.12,0.44404,389.916,1,1,2023
NGTS-27 b,0.0446,15.64773706,0.0,1680.0,5700.0,1.77,1.07,0.51375,942.122,1,1,2024
TOI-3261 b,0.01714,3.82,0.0,1466.0,5068.0,0.849,0.861,-0.36653,300.141,1,1,2024
TOI-3321 b,0.047,15.55806521,0.054,,5850.0,1.549,1.041,0.40483,285.895,1,1,2024
HD 141399 b,0.415,,0.04,,5600.0,,1.07,,37.0169,1,4,2014
TOI-3540 A b,0.04289,23.53885947,0.0,841.3,5810.0,1.228,1.081,0.19005,,2,1,2022
TOI-3807 b,0.0421,18.49481816,0.0,1230.0,5772.0,1.468,1.181,0.33244,421.745,1,1,2023
HD 142245 b,2.78,,0.0,,4922.0,4.63,3.5,,97.2305,3,1,2011
TOI-2497 b,0.1166,11.14172682,0.195,,7360.0,2.36,1.859,1.16732,285.289,1,1,2023
TOI-2524 b,0.073,11.2089807,0.0,,5831.0,1.119,1.007,0.11628,438.842,1,1,2023
TOI-2580 b,0.048,17.37392009,0.08,1730.0,6120.0,1.81,1.33,0.61595,379.253,1,1,2024
TOI-2587 A b,0.0635,12.07207221,0.0,728.0,5760.0,1.726,1.15,0.47129,373.675,2,1,2023
TOI-2641 b,0.0607,18.10250383,0.18,602.0,6100.0,1.336,1.16,0.34044,344.045,1,1,2023
HD 137388 b,0.89,,0.36,,5181.0,0.88,0.68,,40.4841,1,1,2011
TOI-3919 b,0.0795,12.31866979,0.259,,6100.0,1.319,1.208,0.33606,604.591,1,1,2024
HD 143105 b,0.0379,,0.07,,6380.0,,1.51,,46.7789,1,1,2016
TOI-3984 A b,0.041,7.9,0.23,16.7,3476.0,0.47,0.49,,108.883,2,1,2023
TOI-4010 b,0.0229,3.02,0.03,714.0,4960.0,0.83,0.88,,177.504,1,4,2023
rho CrB c,0.4206,,0.096,,5817.0,1.34,0.95,0.26007,17.4671,1,4,2016
HIP 78530 b,740.0,,,,10500.0,,2.5,,136.759,1,1,2010
TOI-4308 b,,2.4189,,,5243.0,0.7934,0.9,,108.932,1,1,2023
TOI-4379 b,,16.69017226,0.018,,6020.0,1.976,1.372,0.63749,645.158,1,1,2024
TOI-4438 b,0.0534,2.52,0.14,6.0,3422.0,0.372,0.368,-1.76802,30.0346,1,1,2024
HIP 79098 AB b,345.0,,,,,,3.75,,145.798,2,1,2019
GJ 3942 b,0.0608,,0.121,,3867.0,0.61,0.63,-1.12,16.9287,1,1,2017
TOI-4791 b,0.0555,12.44196858,0.0,783.2,6058.0,1.409,1.242,0.38021,328.802,1,1,2023
14 Her b,2.774,,0.373,,,,0.91,,17.9323,1,2,2002
TOI-5232 b,0.05593,12.778238,0.035,,6500.0,1.785,1.389,0.71265,609.388,1,1,2024
TOI-5301 b,0.073,13.09208946,0.33,,6240.0,2.19,1.483,0.81624,629.161,1,1,2024
TOI-5388.01,0.024335855,1.89426,,3.3023,3495.0,0.31,0.28572,,18.5226,1,1,2024
TOI-5398 b,0.098,10.3,0.13,,6000.0,1.051,1.146,,130.855,1,2,2022
TOI-5542 b,0.332,11.30986153,0.018,9.6,5700.0,1.058,0.89,1.057,348.849,1,1,2022
TOI-5573 b,0.0712,9.75,0.072,12.92,3790.0,0.594,0.619,-1.15927,186.562,1,1,2025
TOI-5634 A b,0.0272,10.42,0.0,77.0,3896.0,0.54,0.556,-1.24489,306.144,2,1,2024
TOI-5678 b,0.249,4.91,0.14,,5485.0,0.938,0.905,,165.393,1,1,2023
TOI-5688 A b,0.03379,10.3,0.128,50.3,3713.0,0.57,0.6,-1.22841,226.318,2,1,2024
HD 122562 c,0.406,,0.228,,,,1.241,,53.2528,1,1,2022
HD 136118 b,2.327,,0.344,,,,1.18,,51.4359,1,1,2022
HD 144899 b,0.242,,0.821,,,,1.16,,115.665,1,1,2022
HD 217958 b,3.758,,0.156,,,,1.08,,61.7957,1,1,2022
HD 80913 b,9.95,,0.313,,,,1.11,,61.3603,1,1,2022
HD 12235 b,0.054,,0.376,,,,1.1,,31.7627,1,2,2022
HD 203387 c,5.067,,0.202,,,,2.817,,61.7477,1,2,2022
TOI-5786 b,0.114,8.54,,,6235.0,1.36,1.23,,192.475,2,1,2025
TOI-5799 b,0.034901,1.858,,13.35,3521.0,0.343,0.327,,27.8123,1,1,2024
NGTS-21 b,0.0236,14.90794433,0.0,,4660.0,0.86,0.72,,592.891,1,1,2022
HD 147513 b,1.32,,0.26,,5883.0,,1.11,-0.01,12.9032,2,1,2003
Kepler-156 b,0.054,2.3,,,5094.0,0.807,,,443.483,1,2,2014
Kepler-1298 b,,1.31,,,6339.0,2.0,1.45,,544.163,1,1,2016
K2-294 b,,1.66,,,5612.0,1.2,0.987,,373.078,1,1,2019
K2-395 c,,3.395,,,5007.0,0.783,0.952,,286.727,1,2,2022
K2-395 b,,2.597,,,5007.0,0.783,0.952,,286.727,1,2,2022
Kepler-351 d,,2.72,,,5225.0,0.78,0.81,,1083.91,1,3,2016
Kepler-1278 b,,1.01,,,6074.0,1.16,1.11,,889.426,1,1,2016
HD 100655 b,0.68,,0.09,,4891.0,10.06,2.28,,137.178,2,1,2011
Kepler-1012 b,,1.29,,,5556.0,0.91,0.95,,411.077,1,1,2016
Ross 128 b,0.0496,,0.116,1.38,3192.0,0.1967,0.168,-2.44129,3.37454,1,1,2017
HD 103197 b,0.25,,0.0,,5250.0,0.88,0.8,,57.1463,1,1,2009
HD 107148 c,0.1407,,0.34,,5752.92,1.169193,1.105215,,49.4156,2,2,2021
HD 108147 b,0.102,,0.53,,6255.73,1.20664,1.22,0.30297,38.92,1,1,2002
Kepler-878 b,,1.93,,,5044.0,0.77,0.81,,791.625,1,1,2016
GJ 486 b,0.01714,1.289,0.00086,39.2,3317.0,0.3243,0.312,-1.93892,8.07426,1,1,2021
HD 111232 c,17.25,,0.558,,,,0.96,,28.9571,1,2,2022
KMT-2021-BLG-1303L b,2.89,,,,,,0.57,,6280.0,1,1,2022
Kepler-1254 b,,1.55,,,4985.0,0.75,0.78,,622.818,1,3,2016
TIC 257060897 b,0.051,16.70138124,0.03,,,1.82,1.32,0.61,505.703,1,1,2021
G 261-6 b,0.02971,,0.0,1.8,,,0.118,,10.6267,1,1,2025
Kepler-92 c,,2.6,,,,1.7,1.21,,477.992,1,3,2013
Kepler-1938 b,,1.82828927,,,4522.0,0.655,0.646,,421.152,1,1,2021
Kepler-126 c,0.162,1.58,,,6239.0,1.358,,,237.401,1,3,2014
EPIC 211822797 b,0.1195,1.92,,,4057.0,0.58,0.62,,186.197,1,1,2016
IRAS 04125+2902 b,0.077,10.73820351,,,4080.0,1.45,0.7,-0.33161,159.244,2,1,2024
HD 141399 d,2.09,,0.074,,5600.0,,1.07,,37.0169,1,4,2014
Kepler-1248 b,,1.18,,,6149.0,1.21,1.21,,593.026,1,1,2016
Kepler-772 b,,1.82,,,5714.0,1.11,0.98,,1130.21,1,1,2016
Kepler-383 b,0.095,1.32,,,4710.0,0.672,,,,1,2,2014
Kepler-1310 b,,1.44,,,5549.0,0.88,0.91,,569.185,1,1,2016
Kepler-1937 b,,3.0229133,,,6457.0,1.196,1.19,,905.069,1,1,2021
Kepler-1309 b,,2.37,,,5235.0,0.8,0.85,,,1,1,2016
Kepler-250 c,0.069,2.28,,,5160.0,0.805,,,760.585,1,3,2014
Kepler-1116 b,,2.54,,,5641.0,0.93,0.95,,1008.57,1,1,2016
Kepler-251 d,0.182,2.77,,,5526.0,0.89,,,924.625,1,4,2014
Kepler-251 e,0.404,2.77,,,5526.0,0.89,,,924.625,1,4,2014
Kepler-1118 b,,2.74,,,5688.0,0.97,0.96,,888.325,1,1,2016
Kepler-1136 b,,1.64,,,4512.0,0.68,0.72,,491.406,1,1,2016
Kepler-1683 b,,1.87477762,,,5429.0,0.900327,0.95,-0.19763,733.143,1,1,2020
HD 48948 d,0.4894,,0.055,2.46,4593.0,0.679,0.686,,16.9043,1,3,2024
HD 48948 b,0.0652,,0.055,138.85,4593.0,0.679,0.686,,16.9043,1,3,2024
Kepler-837 b,,2.56,,,5403.0,0.81,0.85,,901.907,1,1,2016
HR 2562 b,27.0,,,,6597.0,1.334,1.368,,34.0071,1,1,2016
HD 50554 b,2.353,,0.501,,5987.0,1.02,1.04,0.143,31.1664,1,1,2002
HD 51608 c,0.3809,,0.14,,5358.0,,0.8,-0.24413,35.0553,1,2,2019
GJ 2056 b,0.283,,0.72,,,,0.62,,28.4434,1,1,2020
HD 63454 b,0.04,,0.0,,4812.0,0.77,0.42,,37.6894,1,1,2005
Kepler-255 b,0.063,1.55,,,5573.0,0.933,,,1052.53,1,3,2014
HD 63433 b,0.072,2.16351593,0.0,,5634.0,0.9169,0.9883,-0.11748,22.4035,1,3,2020
HD 66428 b,3.395,,0.471,,,,1.01,,53.2817,1,2,2005
HD 148164 c,6.15,,0.125,,6032.0,1.34,1.21,0.33,77.1971,1,2,2018
TOI-6255 b,,1.079,0.0,,3421.0,0.37,0.353,,20.3167,1,1,2024
HIP 99770 b,16.9,,0.25,,8000.0,,1.85,1.14176,40.0765,1,1,2023
HD 148156 b,2.45,,0.52,,6308.0,1.21,1.22,0.25042,57.1289,1,1,2009
HD 148427 b,1.04,,0.16,,5025.0,3.86,1.64,,71.3499,1,1,2009
L 363-38 b,0.048,,,,3129.0,0.274,0.21,-1.88606,10.2295,1,1,2023
HD 169142 b,37.2,,,,,,1.85,,113.6,1,1,2023
K2-416 b,0.088,2.66,,,3746.0,0.554,0.548,-1.27003,120.311,1,1,2023
HD 167677 b,2.877,,0.182,,5474.0,,0.96,,54.3258,1,1,2023
Wolf 1061 b,0.0375,,0.15,7.34,3342.0,0.307,0.294,-1.9914,4.30592,1,3,2015
HD 154391 b,7.46,,0.2,,4909.0,8.56,2.07,1.58115,100.947,1,1,2023
HS Psc b,0.0435,,0.27,,4203.0,0.65,0.69,-0.91364,37.6604,1,1,2024
2MASS J11011926-7732383 b,266.0,,,,,,,,,1,1,2024
UCAC4 328-061594 b,19000.0,,,,,,1.19,,39.9089,1,1,2024
TIC 365102760 b,0.0622,6.21,0.406,,4900.0,3.13,1.17,,555.546,1,1,2024
TIC 241249530 b,0.641,13.29385111,0.9412,,6166.0,1.397,1.271,0.40824,324.448,2,1,2024
GJ 2126 b,0.71,,0.85,,4159.0,0.728,0.65,-0.84527,38.129,1,1,2025
ZTF J1230-2655 b,,13.78704626,,,10000.0,0.0123,0.646,,186.69,1,1,2025
HD 94890 b,2.07,,0.22,,4867.0,10.71,1.74,1.7635,61.7012,1,2,2025
TIC 434398831 b,0.04641,3.51,0.04,,5638.0,0.909,0.992,,217.011,1,2,2025
HD 152079 b,4.187,,0.532,,5907.0,1.128,1.147,,87.8888,1,1,2009
HD 155358 b,0.63,,0.17,,5905.0,1.38,1.15,,43.6197,1,2,2007
HD 154857 b,1.29,,0.46,,5589.0,2.3,1.96,,63.4482,1,2,2004
HD 156279 b,0.502,,0.647,,,,0.94,,36.1945,1,2,2011
HD 156279 c,5.486,,0.261,,,,0.94,,36.1945,1,2,2018
HD 158996 b,2.1,,0.13,,4069.0,50.3,1.8,3.01481,283.659,1,1,2018
HD 156411 b,1.88,,0.22,,5900.0,2.16,1.25,0.731,56.8655,1,1,2009
HD 155918 b,0.03,,0.194,,,,1.03,,27.561,1,2,2022
HD 158259 f,,,,,,1.21,1.08,,27.0498,1,5,2020
GJ 676 A b,1.735,,0.319,,,,0.626,,16.0272,2,4,2010
HD 164595 b,0.23,,0.088,,5790.0,,0.99,,28.254,2,1,2015
HD 164604 b,1.331,,0.35,,4684.0,,0.77,,39.3633,1,1,2009
HD 165155 b,1.13,,0.2,,5426.0,0.95,1.02,-0.1549,63.3574,1,1,2016
HD 167042 b,1.22,,0.01,,4919.0,4.63,1.39,1.0569,49.6633,1,1,2007
HD 169830 c,3.075,,0.246,,,,1.17,,37.6048,1,2,2003
HD 169830 b,0.765,,0.294,,,,1.17,,37.6048,1,2,2000
Kepler-296 e,0.169,1.53,0.33,1.41,3740.0,0.48,0.498,,,2,5,2014
K2-396 b,,1.579,,,5236.0,0.92,0.954,,274.864,1,2,2022
Kepler-426 b,0.0414,12.22,0.18,,5725.0,0.92,0.91,-0.089,843.695,1,1,2014
Kepler-1364 b,,2.15,,,6805.0,1.79,1.49,,1056.9,1,1,2016
K2-324 b,0.0331,2.43,,,3752.0,0.505,0.517,,136.667,1,1,2020
Kepler-1587 b,,1.33,,,5933.0,1.22,1.08,,1026.48,1,1,2016
Kepler-1614 b,,1.49,,,5121.0,0.76,0.79,,1191.19,1,1,2016
Kepler-1479 b,,1.83,,,5796.0,0.98,0.99,,728.668,1,1,2016
Kepler-1987 d,0.0571,2.66,0.0,72.38,4769.0,0.714,0.799,,595.683,1,4,2023
Kepler-1765 b,,2.49508857,,,5692.0,1.064,0.946,,764.456,1,1,2021
HD 128311 b,1.084,,0.303,,,0.76,0.828,,16.3292,1,2,2002
Kepler-361 c,0.3,2.52,,,6169.0,1.343,,,930.32,1,2,2014
HD 213472 b,13.0,,0.53,,5729.54,1.433902,1.048132,,64.4527,1,1,2021
TOI-2076 b,,2.39,0.0,49.4,5201.0,0.774,0.883,,41.9091,1,4,2021
HAT-P-64 b,0.05387,19.08889413,0.101,1611.0,6457.0,1.735,1.298,0.66839,651.897,1,1,2021
HD 95544 b,3.166,,0.049,,,,1.01,,87.8049,1,1,2021
TOI-1062 b,0.052,2.265,0.177,232.0,5328.0,0.84,0.94,,82.1733,1,2,2021
TOI-1298 b,0.057,9.65807033,0.0,,5752.0,1.4536,1.2187,0.32056,319.036,1,1,2021
HD 93385 b,0.0756,,0.295,,5977.0,,1.04,0.20683,43.3475,1,3,2021
gam Psc b,1.32,,0.204,,4742.0,11.2,0.99,1.76649,41.3107,1,1,2021
GJ 3929 c,0.081,,0.0,1.68,3384.0,0.32,0.313,-1.96257,15.8095,1,2,2022
HD 103891 b,3.27,,0.31,,6072.0,2.22,1.28,0.78604,55.5213,1,1,2022
TOI-2081 b,0.0752,2.04,,8.1,3800.0,0.534,0.54,-1.33847,62.3446,1,1,2022
CoRoT-36 b,0.066,15.80466279,0.0,,6730.0,1.52,1.32,,925.958,1,1,2022
TOI-329 b,0.0638,4.94057819,0.39,,5614.0,1.5326,1.0678,0.3251,284.388,1,1,2024
TOI-411 c,0.1017,2.328,,156.75,6169.0,1.117,1.098,,62.7792,1,3,2022
TOI-444 b,0.133,2.77,,,5225.0,0.779,0.96,,57.3973,1,1,2023
TOI-512 b,,1.54,0.02,127.0,5277.0,0.89,0.74,-0.25696,67.3975,1,1,2025
HD 132563 b,2.62,,0.22,,6289.0,1.29577,1.231,0.37408,105.155,3,1,2011
TOI-712 b,0.07928,2.049,0.54,22.6,4622.0,0.674,0.732,-0.72793,58.6212,1,3,2022
TOI-1173 b,0.0696,9.19,0.023,132.0,5350.0,0.934,0.911,,132.353,2,1,2024
HD 134606 e,0.0527,,0.2,,5576.0,1.158,1.046,0.06483,26.7909,1,5,2024
OGLE-2018-BLG-0516L b,2.2,,,,,,0.47,,7000.0,1,1,2022
Kepler-1400 b,,1.62,,,5044.0,0.78,0.83,,752.237,1,1,2016
HN Peg b,773.0,11.7768,,,,,,,18.1186,1,1,2006
Kepler-268 c,0.391,3.38,,,6081.0,1.274,,,851.87,1,2,2014
Kepler-769 b,,2.92,,,6186.0,1.28,1.19,,1169.57,1,2,2016
Kepler-768 b,,1.79,,,5108.0,0.78,0.82,,784.56,1,1,2016
Kepler-376 c,0.115,1.79,,,5900.0,1.175,,,923.067,1,2,2014
Kepler-1928 b,0.194,1.992,0.43,,5720.0,0.92,1.01,-0.09151,326.362,1,1,2021
Kepler-795 b,,1.68,,,5631.0,0.96,0.94,,492.122,2,1,2016
Kepler-467 b,,2.25,,,5809.0,1.37,1.05,,466.265,1,1,2016
Kepler-1201 b,,2.29,,,6177.0,1.24,1.15,,944.241,1,1,2016
Kepler-370 c,0.14,1.91,,,5852.0,0.9,,,1167.94,1,2,2014
Kepler-370 b,0.054,1.59,,,5852.0,0.9,,,1167.94,1,2,2014
Kepler-433 b,0.0679,16.25,0.119,,6360.0,2.26,1.46,0.88,1878.31,1,1,2015
Kepler-1691 b,,1.83470985,,,6000.0,1.13152,1.11,0.17462,1267.67,1,1,2020
Kepler-1492 b,,1.49,,,4712.0,0.72,0.77,,331.553,1,1,2016
KOI-55 c,0.0076,0.867,,,27730.0,0.203,0.496,1.36,1231.02,1,2,2011
Kepler-1289 b,,1.52,,,6080.0,1.17,1.1,,1053.57,1,1,2016
Kepler-1376 b,,1.05,,,5659.0,0.97,0.98,,868.056,1,1,2016
Kepler-1477 b,,1.18,,,5100.0,0.78,0.81,,680.828,1,1,2016
Kepler-119 c,0.049,0.92,,,5595.0,0.839,,,701.996,1,2,2014
Kepler-95 b,,3.42,,,5699.0,1.41,1.08,,445.656,1,1,2014
Kepler-189 b,0.088,1.21,,,5235.0,0.75,,,591.534,1,2,2014
Kepler-189 c,0.137,2.38,,,5235.0,0.75,,,591.534,1,2,2014
Kepler-1891 b,,1.52139156,,,5516.0,0.827,0.873,,596.24,1,1,2021
Kepler-606 b,,3.31,,,6161.0,1.22,1.13,,1215.11,1,1,2016
Kepler-1847 b,,2.74516914,,,6122.0,0.964,1.041,,1693.86,1,1,2021
